상세도로망 Level6 링크ID,도로등급,링크 길이,도로명,시도명,시군구명,읍면동명,시간적범위,평일주말,혼잡시간강도
54510114902,107,0.238,신재로,전라남도,광양시,옥룡면,전일,평일,3.1
54510114901,107,0.238,신재로,전라남도,광양시,옥룡면,전일,평일,11.7
54510068601,107,0.264,신재로,전라남도,광양시,옥룡면,전일,평일,8.1
54510068602,107,0.264,신재로,전라남도,광양시,옥룡면,전일,평일,9.3
54510197101,107,0.265,도솔로,전라남도,광양시,옥룡면,전일,평일,98.9
54510114802,107,0.286,신재로,전라남도,광양시,옥룡면,전일,평일,6.1
54510114801,107,0.286,신재로,전라남도,광양시,옥룡면,전일,평일,6.7
54510194801,107,0.288,도선길,전라남도,광양시,옥룡면,전일,평일,9
54510194802,107,0.288,도선길,전라남도,광양시,옥룡면,전일,평일,27.6
54510066802,107,0.295,신재로,전라남도,광양시,옥룡면,전일,평일,14.5
54510066801,107,0.295,신재로,전라남도,광양시,옥룡면,전일,평일,11.3
54610066302,107,0.303,신재로,전라남도,광양시,옥룡면,전일,평일,5.7
54610066301,107,0.303,신재로,전라남도,광양시,옥룡면,전일,평일,19.8
54510073002,107,0.306,신재로,전라남도,광양시,옥룡면,전일,평일,7.6
54510073001,107,0.306,신재로,전라남도,광양시,옥룡면,전일,평일,7.7
54510098601,107,0.335,백계로,전라남도,광양시,옥룡면,전일,평일,21.9
54510098602,107,0.335,백계로,전라남도,광양시,옥룡면,전일,평일,22.8
54510083002,107,0.341,신재로,전라남도,광양시,옥룡면,전일,평일,7.7
54510083001,107,0.341,신재로,전라남도,광양시,옥룡면,전일,평일,6.9
54510045802,107,0.348,신재로,전라남도,광양시,옥룡면,전일,평일,1.9
54510045801,107,0.348,신재로,전라남도,광양시,옥룡면,전일,평일,3.4
54510125401,107,0.349,약수제단길,전라남도,광양시,옥룡면,전일,평일,34.4
54510125402,107,0.349,약수제단길,전라남도,광양시,옥룡면,전일,평일,53
54520060402,107,0.35,신재로,전라남도,광양시,옥룡면,전일,평일,45.1
54520060401,107,0.35,신재로,전라남도,광양시,옥룡면,전일,평일,51.5
54510047602,107,0.351,신재로,전라남도,광양시,옥룡면,전일,평일,6.7
54510047601,107,0.351,신재로,전라남도,광양시,옥룡면,전일,평일,3.8
54510046501,107,0.359,신재로,전라남도,광양시,옥룡면,전일,평일,43.7
54510046502,107,0.359,신재로,전라남도,광양시,옥룡면,전일,평일,41.9
54510155802,107,0.364,신재로,전라남도,광양시,옥룡면,전일,평일,7.5
54510155801,107,0.364,신재로,전라남도,광양시,옥룡면,전일,평일,8.6
54510120102,107,0.397,백계로,전라남도,광양시,옥룡면,전일,평일,26.9
54510120101,107,0.397,백계로,전라남도,광양시,옥룡면,전일,평일,26.1
54520050702,107,0.41,신재로,전라남도,광양시,옥룡면,전일,평일,9.4
54510118301,107,0.424,신재로,전라남도,광양시,옥룡면,전일,평일,1.8
54510118302,107,0.424,신재로,전라남도,광양시,옥룡면,전일,평일,5.3
54510083202,107,0.445,신재로,전라남도,광양시,옥룡면,전일,평일,1.7
54510083201,107,0.445,신재로,전라남도,광양시,옥룡면,전일,평일,1.6
54510154202,107,0.464,신재로,전라남도,광양시,옥룡면,전일,평일,1.3
54510154201,107,0.464,신재로,전라남도,광양시,옥룡면,전일,평일,4.6
54510134601,107,0.504,신재로,전라남도,광양시,옥룡면,전일,평일,37.1
54510134602,107,0.504,신재로,전라남도,광양시,옥룡면,전일,평일,33.3
54510069001,107,0.575,신재로,전라남도,광양시,옥룡면,전일,평일,3.9
54510069002,107,0.575,신재로,전라남도,광양시,옥룡면,전일,평일,9.2
54510121402,107,0.609,도솔로,전라남도,광양시,옥룡면,전일,평일,20.3
54510121401,107,0.609,도솔로,전라남도,광양시,옥룡면,전일,평일,30
54520051202,107,0.68,신재로,전라남도,광양시,옥룡면,전일,평일,33.4
54520051201,107,0.68,신재로,전라남도,광양시,옥룡면,전일,평일,27.8
54510059501,107,0.701,신재로,전라남도,광양시,옥룡면,전일,평일,5.7
54510059502,107,0.701,신재로,전라남도,광양시,옥룡면,전일,평일,12.2
54510048401,107,0.776,중흥로,전라남도,광양시,옥룡면,전일,평일,0.6
54510048402,107,0.776,중흥로,전라남도,광양시,옥룡면,전일,평일,16.7
54510119502,107,0.858,백계로,전라남도,광양시,옥룡면,전일,평일,2.8
54510119501,107,0.858,백계로,전라남도,광양시,옥룡면,전일,평일,7.5
54510185402,107,0.86,운암길,전라남도,광양시,옥룡면,전일,평일,64.9
54510134302,107,1.012,신재로,전라남도,광양시,옥룡면,전일,평일,20.1
54510134301,107,1.012,신재로,전라남도,광양시,옥룡면,전일,평일,18.8
54510090501,107,1.016,신재로,전라남도,광양시,옥룡면,전일,평일,4.3
54510090502,107,1.016,신재로,전라남도,광양시,옥룡면,전일,평일,4.9
54510216201,107,1.119,신재로,전라남도,광양시,옥룡면,전일,평일,2.8
54510216202,107,1.119,신재로,전라남도,광양시,옥룡면,전일,평일,2.8
54510076302,107,1.219,백계로,전라남도,광양시,옥룡면,전일,평일,2.7
54510076301,107,1.219,백계로,전라남도,광양시,옥룡면,전일,평일,4
54510125302,107,1.342,약수제단길,전라남도,광양시,옥룡면,전일,평일,16.3
54510125301,107,1.342,약수제단길,전라남도,광양시,옥룡면,전일,평일,51.8
54510063501,107,1.53,신재로,전라남도,광양시,옥룡면,전일,평일,12.7
54510063502,107,1.53,신재로,전라남도,광양시,옥룡면,전일,평일,15.8
54510136201,107,1.591,도솔로,전라남도,광양시,옥룡면,전일,평일,5.8
54510136202,107,1.591,도솔로,전라남도,광양시,옥룡면,전일,평일,38
54610072401,107,0.011,비촌수어길,전라남도,광양시,진상면,전일,평일,98
54610072402,107,0.011,비촌수어길,전라남도,광양시,진상면,전일,평일,97.6
53580605002,106,0.078,제철로,전라남도,광양시,광양읍,전일,평일,49.8
53581527201,106,0.078,제철로,전라남도,광양시,광양읍,전일,평일,51.8
53581527202,106,0.078,제철로,전라남도,광양시,광양읍,전일,평일,68.6
53580024102,106,0.079,인덕로,전라남도,광양시,광양읍,전일,평일,96.8
53580024101,106,0.079,인덕로,전라남도,광양시,광양읍,전일,평일,99.1
53580639901,106,0.085,제철로,전라남도,광양시,광양읍,전일,평일,33.1
53580639601,106,0.086,제철로,전라남도,광양시,광양읍,전일,평일,50.4
53581032201,106,0.087,인덕로,전라남도,광양시,광양읍,전일,평일,78
53581032202,106,0.087,인덕로,전라남도,광양시,광양읍,전일,평일,91.7
53580345502,106,0.087,인덕로,전라남도,광양시,광양읍,전일,평일,93.3
53580345501,106,0.087,인덕로,전라남도,광양시,광양읍,전일,평일,97.9
53581370801,106,0.087,제철로,전라남도,광양시,광양읍,전일,평일,65
53581529502,106,0.087,제철로,전라남도,광양시,광양읍,전일,평일,99.5
53581529501,106,0.087,제철로,전라남도,광양시,광양읍,전일,평일,99.4
53580043802,106,0.089,인덕로,전라남도,광양시,광양읍,전일,평일,95.4
53580043801,106,0.089,인덕로,전라남도,광양시,광양읍,전일,평일,99.5
53581488501,106,0.089,제철로,전라남도,광양시,광양읍,전일,평일,65.3
53580683101,106,0.095,인덕로,전라남도,광양시,광양읍,전일,평일,95.1
53580683102,106,0.095,인덕로,전라남도,광양시,광양읍,전일,평일,94.7
53580018101,106,0.102,인덕로,전라남도,광양시,광양읍,전일,평일,96.1
53580018102,106,0.102,인덕로,전라남도,광양시,광양읍,전일,평일,97.3
53581500102,106,0.116,인덕로,전라남도,광양시,광양읍,전일,평일,98.9
53581070401,106,0.116,인덕로,전라남도,광양시,광양읍,전일,평일,97.4
53581500101,106,0.116,인덕로,전라남도,광양시,광양읍,전일,평일,98.2
53581070402,106,0.116,인덕로,전라남도,광양시,광양읍,전일,평일,98.8
53581032601,106,0.119,인덕로,전라남도,광양시,광양읍,전일,평일,88
53581032602,106,0.119,인덕로,전라남도,광양시,광양읍,전일,평일,93.3
53580268101,106,0.126,인덕로,전라남도,광양시,광양읍,전일,평일,99.7
53580268102,106,0.126,인덕로,전라남도,광양시,광양읍,전일,평일,99.8
53580640601,106,0.129,제철로,전라남도,광양시,광양읍,전일,평일,48.7
53580885401,106,0.135,제철로,전라남도,광양시,광양읍,전일,평일,34.2
53581408002,106,0.136,인덕로,전라남도,광양시,광양읍,전일,평일,85.4
53581408001,106,0.136,인덕로,전라남도,광양시,광양읍,전일,평일,90.3
53580469302,106,0.148,인덕로,전라남도,광양시,광양읍,전일,평일,87.9
53580469301,106,0.148,인덕로,전라남도,광양시,광양읍,전일,평일,92.1
53580346802,106,0.165,인덕로,전라남도,광양시,광양읍,전일,평일,93.6
53580346801,106,0.165,인덕로,전라남도,광양시,광양읍,전일,평일,93.1
53580043402,106,0.191,인덕로,전라남도,광양시,광양읍,전일,평일,98.3
53580043401,106,0.191,인덕로,전라남도,광양시,광양읍,전일,평일,98.1
53581486001,106,0.208,제철로,전라남도,광양시,광양읍,전일,평일,37.5
53581486002,106,0.208,제철로,전라남도,광양시,광양읍,전일,평일,51.3
53581486601,106,0.231,제철로,전라남도,광양시,광양읍,전일,평일,42.9
53581486602,106,0.231,제철로,전라남도,광양시,광양읍,전일,평일,41.3
53581495602,106,0.247,제철로,전라남도,광양시,광양읍,전일,평일,29.5
53581495601,106,0.247,제철로,전라남도,광양시,광양읍,전일,평일,31.9
53580886002,106,0.248,제철로,전라남도,광양시,광양읍,전일,평일,34.2
53580886001,106,0.248,제철로,전라남도,광양시,광양읍,전일,평일,34.1
53580605901,106,0.261,제철로,전라남도,광양시,광양읍,전일,평일,78.6
53580605902,106,0.261,제철로,전라남도,광양시,광양읍,전일,평일,67.4
53581371602,106,0.265,제철로,전라남도,광양시,광양읍,전일,평일,36.1
53581371601,106,0.265,제철로,전라남도,광양시,광양읍,전일,평일,35.4
53580454301,106,0.277,제철로,전라남도,광양시,광양읍,전일,평일,37.6
53580454302,106,0.277,제철로,전라남도,광양시,광양읍,전일,평일,52.5
53581372001,106,0.301,제철로,전라남도,광양시,광양읍,전일,평일,38.7
53581372002,106,0.301,제철로,전라남도,광양시,광양읍,전일,평일,29.1
53580502202,106,0.348,제철로,전라남도,광양시,광양읍,전일,평일,40
53580502201,106,0.348,제철로,전라남도,광양시,광양읍,전일,평일,45.6
53581529901,106,0.364,제철로,전라남도,광양시,광양읍,전일,평일,62.8
53581529902,106,0.364,제철로,전라남도,광양시,광양읍,전일,평일,69.2
53580835202,106,0.38,제철로,전라남도,광양시,광양읍,전일,평일,30.6
53580835201,106,0.38,제철로,전라남도,광양시,광양읍,전일,평일,41.7
53580024702,106,0.401,제철로,전라남도,광양시,광양읍,전일,평일,24
53580024701,106,0.401,제철로,전라남도,광양시,광양읍,전일,평일,35.8
53580337002,106,0.647,인덕로,전라남도,광양시,광양읍,전일,평일,99.1
53580337001,106,0.647,인덕로,전라남도,광양시,광양읍,전일,평일,99.4
53580952801,106,0.901,성불로,전라남도,광양시,광양읍,전일,평일,98.8
53580952802,106,0.901,성불로,전라남도,광양시,광양읍,전일,평일,98.8
53581204002,106,1.225,성불로,전라남도,광양시,봉강면,전일,평일,94.7
53581204001,106,1.225,성불로,전라남도,광양시,봉강면,전일,평일,94.8
53670027002,107,0.005,제철로,전라남도,광양시,골약동,전일,평일,100
53680621501,107,0.007,항만대로,전라남도,광양시,골약동,전일,평일,0.9
53680621502,107,0.007,항만대로,전라남도,광양시,골약동,전일,평일,2.2
53670214601,107,0.007,항만대로,전라남도,광양시,골약동,전일,평일,2.1
53670214602,107,0.007,항만대로,전라남도,광양시,골약동,전일,평일,10.1
53670222502,107,0.007,항만대로,전라남도,광양시,골약동,전일,평일,9.1
53670222501,107,0.007,항만대로,전라남도,광양시,골약동,전일,평일,16.5
53680350002,107,0.007,항만로,전라남도,광양시,골약동,전일,평일,7.5
53680350001,107,0.007,항만로,전라남도,광양시,골약동,전일,평일,52.4
53680294801,107,0.009,도이길,전라남도,광양시,골약동,전일,평일,70.1
53680294802,107,0.009,도이길,전라남도,광양시,골약동,전일,평일,69
53680267402,107,0.009,지동길,전라남도,광양시,골약동,전일,평일,74.5
53680267401,107,0.009,지동길,전라남도,광양시,골약동,전일,평일,80.6
53670214801,107,0.009,항만대로,전라남도,광양시,골약동,전일,평일,3.9
53670214802,107,0.009,항만대로,전라남도,광양시,골약동,전일,평일,24.2
53670214202,107,0.009,항만대로,전라남도,광양시,골약동,전일,평일,20.6
53670214201,107,0.009,항만대로,전라남도,광양시,골약동,전일,평일,92.3
53670026902,107,0.015,제철로,전라남도,광양시,골약동,전일,평일,17.2
53670026901,107,0.015,제철로,전라남도,광양시,골약동,전일,평일,37
53670222701,107,0.016,항만대로,전라남도,광양시,골약동,전일,평일,1.7
53670222702,107,0.016,항만대로,전라남도,광양시,골약동,전일,평일,2.2
53670215402,107,0.016,항만대로,전라남도,광양시,골약동,전일,평일,15
53670215401,107,0.016,항만대로,전라남도,광양시,골약동,전일,평일,86.2
53680295101,107,0.017,제철로,전라남도,광양시,골약동,전일,평일,35
53680295102,107,0.017,제철로,전라남도,광양시,골약동,전일,평일,54.1
53670026701,107,0.018,제철로,전라남도,광양시,골약동,전일,평일,41.1
53670026702,107,0.018,제철로,전라남도,광양시,골약동,전일,평일,47.9
53680229501,107,0.019,백운로,전라남도,광양시,골약동,전일,평일,98.4
53680294901,107,0.019,제철로,전라남도,광양시,골약동,전일,평일,37.3
53680294902,107,0.019,제철로,전라남도,광양시,골약동,전일,평일,86.3
53680622402,107,0.02,,전라남도,광양시,골약동,전일,평일,81.1
53680622401,107,0.02,,전라남도,광양시,골약동,전일,평일,97.8
53680005002,107,0.02,성황길,전라남도,광양시,골약동,전일,평일,76.2
53680005001,107,0.02,성황길,전라남도,광양시,골약동,전일,평일,98.8
53680622301,107,0.021,,전라남도,광양시,골약동,전일,평일,92.6
53670222902,107,0.021,항만대로,전라남도,광양시,골약동,전일,평일,15.7
53670222901,107,0.021,항만대로,전라남도,광양시,골약동,전일,평일,22.4
53670027102,107,0.022,제철로,전라남도,광양시,골약동,전일,평일,99
53670064802,107,0.024,,전라남도,광양시,골약동,전일,평일,100
53680294601,107,0.024,도이길,전라남도,광양시,골약동,전일,평일,96.1
53680002002,107,0.025,성황길,전라남도,광양시,골약동,전일,평일,67.1
53680002001,107,0.025,성황길,전라남도,광양시,골약동,전일,평일,95.5
53680294701,107,0.026,도이길,전라남도,광양시,골약동,전일,평일,49.7
53680294702,107,0.026,도이길,전라남도,광양시,골약동,전일,평일,98.4
53670026501,107,0.026,제철로,전라남도,광양시,골약동,전일,평일,93.5
53670215201,107,0.026,항만대로,전라남도,광양시,골약동,전일,평일,13.5
53670215202,107,0.026,항만대로,전라남도,광양시,골약동,전일,평일,56.6
53680007901,107,0.027,지동길,전라남도,광양시,골약동,전일,평일,52.2
53680007902,107,0.027,지동길,전라남도,광양시,골약동,전일,평일,55.3
53670036901,107,0.027,하포길,전라남도,광양시,골약동,전일,평일,91.8
53670036902,107,0.027,하포길,전라남도,광양시,골약동,전일,평일,94.1
53670084501,107,0.027,항만대로,전라남도,광양시,골약동,전일,평일,5.7
53670084502,107,0.027,항만대로,전라남도,광양시,골약동,전일,평일,76.4
53670120801,107,0.028,광양항서측배후도로,전라남도,광양시,골약동,전일,평일,0
53670120802,107,0.028,광양항서측배후도로,전라남도,광양시,골약동,전일,평일,0
53680597402,107,0.028,지동길,전라남도,광양시,골약동,전일,평일,54.9
53680597401,107,0.028,지동길,전라남도,광양시,골약동,전일,평일,53.6
53680457702,107,0.029,,전라남도,광양시,골약동,전일,평일,66.6
53680457701,107,0.029,,전라남도,광양시,골약동,전일,평일,94.3
53680458102,107,0.03,지동길,전라남도,광양시,골약동,전일,평일,89.7
53680458101,107,0.03,지동길,전라남도,광양시,골약동,전일,평일,92.7
53680822601,107,0.03,컨부두로,전라남도,광양시,골약동,전일,평일,82.1
53670218401,107,0.031,광양항동측배후도로,전라남도,광양시,골약동,전일,평일,7.8
53680622101,107,0.031,항만대로,전라남도,광양시,골약동,전일,평일,89.6
53670120001,107,0.032,광양항서측배후도로,전라남도,광양시,골약동,전일,평일,0
53670120002,107,0.032,광양항서측배후도로,전라남도,광양시,골약동,전일,평일,0
53680266102,107,0.033,옥정로,전라남도,광양시,골약동,전일,평일,98.8
53680622501,107,0.033,항만대로,전라남도,광양시,골약동,전일,평일,3
53670122401,107,0.035,광양항서측배후도로,전라남도,광양시,골약동,전일,평일,0
53670122402,107,0.035,광양항서측배후도로,전라남도,광양시,골약동,전일,평일,0
53670123201,107,0.035,광양항서측배후도로,전라남도,광양시,골약동,전일,평일,0
53670123202,107,0.035,광양항서측배후도로,전라남도,광양시,골약동,전일,평일,0
53670119202,107,0.035,항만1로,전라남도,광양시,골약동,전일,평일,0
53670119201,107,0.035,항만1로,전라남도,광양시,골약동,전일,평일,6.6
53680459901,107,0.036,,전라남도,광양시,골약동,전일,평일,90
53680459902,107,0.036,,전라남도,광양시,골약동,전일,평일,97.1
53680572501,107,0.036,광양항동측배후도로,전라남도,광양시,골약동,전일,평일,0.2
53670175402,107,0.036,항만대로,전라남도,광양시,골약동,전일,평일,10.2
53670175401,107,0.036,항만대로,전라남도,광양시,골약동,전일,평일,6.6
53670118602,107,0.037,,전라남도,광양시,골약동,전일,평일,0.1
53670118601,107,0.037,,전라남도,광양시,골약동,전일,평일,14
53670214001,107,0.037,항만대로,전라남도,광양시,골약동,전일,평일,31.3
53670214002,107,0.037,항만대로,전라남도,광양시,골약동,전일,평일,95.3
53680572301,107,0.038,광양항동측배후도로,전라남도,광양시,골약동,전일,평일,0.2
53670153402,107,0.038,항만6로,전라남도,광양시,골약동,전일,평일,31.1
53670153401,107,0.038,항만6로,전라남도,광양시,골약동,전일,평일,33.5
53670118401,107,0.039,,전라남도,광양시,골약동,전일,평일,25.6
53670121601,107,0.039,광양항서측배후도로,전라남도,광양시,골약동,전일,평일,0
53670121602,107,0.039,광양항서측배후도로,전라남도,광양시,골약동,전일,평일,0
53670154202,107,0.039,항만1로,전라남도,광양시,골약동,전일,평일,3.2
53670154201,107,0.039,항만1로,전라남도,광양시,골약동,전일,평일,34.3
53680294501,107,0.04,제철로,전라남도,광양시,골약동,전일,평일,49.3
53680267301,107,0.04,지동길,전라남도,광양시,골약동,전일,평일,92.7
53680267302,107,0.04,지동길,전라남도,광양시,골약동,전일,평일,99.9
53670210401,107,0.04,컨부두로,전라남도,광양시,골약동,전일,평일,31.1
53670210402,107,0.04,컨부두로,전라남도,광양시,골약동,전일,평일,65
53680459602,107,0.041,중마로,전라남도,광양시,골약동,전일,평일,1.2
53680459601,107,0.041,중마로,전라남도,광양시,골약동,전일,평일,22.3
53670112802,107,0.043,,전라남도,광양시,골약동,전일,평일,0
53670112801,107,0.043,,전라남도,광양시,골약동,전일,평일,8.2
53670152801,107,0.043,,전라남도,광양시,골약동,전일,평일,14.8
53670152802,107,0.043,,전라남도,광양시,골약동,전일,평일,57.5
53670218201,107,0.043,광양항동측배후도로,전라남도,광양시,골약동,전일,평일,6.6
53670090202,107,0.043,항만1로,전라남도,광양시,골약동,전일,평일,23.1
53670090201,107,0.043,항만1로,전라남도,광양시,골약동,전일,평일,45.7
53670115402,107,0.044,항만1로,전라남도,광양시,골약동,전일,평일,29.1
53670115401,107,0.044,항만1로,전라남도,광양시,골약동,전일,평일,30.9
53670113201,107,0.044,항만대로,전라남도,광양시,골약동,전일,평일,0
53670222602,107,0.044,항만대로,전라남도,광양시,골약동,전일,평일,0
53670222801,107,0.044,항만대로,전라남도,광양시,골약동,전일,평일,0.7
53670222601,107,0.044,항만대로,전라남도,광양시,골약동,전일,평일,2.7
53670222802,107,0.044,항만대로,전라남도,광양시,골약동,전일,평일,9.2
53670113202,107,0.044,항만대로,전라남도,광양시,골약동,전일,평일,81.3
53680621601,107,0.044,항만로,전라남도,광양시,골약동,전일,평일,1.7
53680621602,107,0.044,항만로,전라남도,광양시,골약동,전일,평일,52.4
53670209602,107,0.045,,전라남도,광양시,골약동,전일,평일,94.2
53670209601,107,0.045,,전라남도,광양시,골약동,전일,평일,81.7
53670208401,107,0.046,,전라남도,광양시,골약동,전일,평일,29.3
53670208402,107,0.046,,전라남도,광양시,골약동,전일,평일,98.3
53570475201,107,0.046,광양항서측배후도로,전라남도,광양시,골약동,전일,평일,0
53570475202,107,0.046,광양항서측배후도로,전라남도,광양시,골약동,전일,평일,0
53680460001,107,0.046,중마로,전라남도,광양시,골약동,전일,평일,9.7
53680460002,107,0.046,중마로,전라남도,광양시,골약동,전일,평일,24.6
53670210001,107,0.046,컨부두로,전라남도,광양시,골약동,전일,평일,36.4
53670210002,107,0.046,컨부두로,전라남도,광양시,골약동,전일,평일,72.5
53670155002,107,0.046,항만6로,전라남도,광양시,골약동,전일,평일,17.7
53670155001,107,0.046,항만6로,전라남도,광양시,골약동,전일,평일,40.9
53680267201,107,0.047,백운로,전라남도,광양시,골약동,전일,평일,84.9
53680265901,107,0.047,옥정로,전라남도,광양시,골약동,전일,평일,10.4
53670082402,107,0.047,항만1로,전라남도,광양시,골약동,전일,평일,3.7
53670154602,107,0.047,항만1로,전라남도,광양시,골약동,전일,평일,12.8
53670154601,107,0.047,항만1로,전라남도,광양시,골약동,전일,평일,9.3
53670082401,107,0.047,항만1로,전라남도,광양시,골약동,전일,평일,27.3
53670208002,107,0.047,항만대로,전라남도,광양시,골약동,전일,평일,45.9
53670208001,107,0.047,항만대로,전라남도,광양시,골약동,전일,평일,12.8
53680568001,107,0.048,광양항동측배후도로,전라남도,광양시,골약동,전일,평일,0.2
53680389902,107,0.048,불로로,전라남도,광양시,골약동,전일,평일,3.5
53680389901,107,0.048,불로로,전라남도,광양시,골약동,전일,평일,54.4
53680389801,107,0.049,불로로,전라남도,광양시,골약동,전일,평일,28.7
53680389802,107,0.049,불로로,전라남도,광양시,골약동,전일,평일,98
53680458402,107,0.049,지동길,전라남도,광양시,골약동,전일,평일,92.8
53670044202,107,0.049,하포길,전라남도,광양시,골약동,전일,평일,85.8
53670044201,107,0.049,하포길,전라남도,광양시,골약동,전일,평일,94.2
53680230101,107,0.05,호암대실길,전라남도,광양시,골약동,전일,평일,84.5
53680568201,107,0.051,광양항동측배후도로,전라남도,광양시,골약동,전일,평일,0
53670030501,107,0.051,항만대로,전라남도,광양시,골약동,전일,평일,6.6
53670030502,107,0.051,항만대로,전라남도,광양시,골약동,전일,평일,76
53680459401,107,0.053,,전라남도,광양시,골약동,전일,평일,47.5
53680597501,107,0.053,성황길,전라남도,광양시,골약동,전일,평일,74
53680597502,107,0.053,성황길,전라남도,광양시,골약동,전일,평일,77.8
53680622801,107,0.053,항만대로,전라남도,광양시,골약동,전일,평일,9.5
53680647602,107,0.054,,전라남도,광양시,골약동,전일,평일,73.2
53680647601,107,0.054,,전라남도,광양시,골약동,전일,평일,95.5
53670030601,107,0.054,항만4로,전라남도,광양시,골약동,전일,평일,42.8
53670030602,107,0.054,항만4로,전라남도,광양시,골약동,전일,평일,98
53670154401,107,0.055,항만6로,전라남도,광양시,골약동,전일,평일,20.1
53670104201,107,0.056,항만대로,전라남도,광양시,골약동,전일,평일,3.7
53670104202,107,0.056,항만대로,전라남도,광양시,골약동,전일,평일,8.2
53680267101,107,0.057,지동길,전라남도,광양시,골약동,전일,평일,52.5
53670064701,107,0.059,,전라남도,광양시,골약동,전일,평일,97.2
53670064702,107,0.059,,전라남도,광양시,골약동,전일,평일,98.6
53680464801,107,0.06,,전라남도,광양시,골약동,전일,평일,99
53680293101,107,0.06,제철로,전라남도,광양시,골약동,전일,평일,0.5
53680293102,107,0.06,제철로,전라남도,광양시,골약동,전일,평일,9
53680459501,107,0.06,중마로,전라남도,광양시,골약동,전일,평일,94.5
53680622701,107,0.06,항만대로,전라남도,광양시,골약동,전일,평일,97.9
53670049802,107,0.061,,전라남도,광양시,골약동,전일,평일,94.7
53670049801,107,0.061,,전라남도,광양시,골약동,전일,평일,100
53670051101,107,0.063,컨부두로,전라남도,광양시,골약동,전일,평일,26.9
53670051102,107,0.063,컨부두로,전라남도,광양시,골약동,전일,평일,11.8
53680651601,107,0.063,컨부두로,전라남도,광양시,골약동,전일,평일,33.9
53680651602,107,0.063,컨부두로,전라남도,광양시,골약동,전일,평일,68.1
53670085902,107,0.063,하포길,전라남도,광양시,골약동,전일,평일,83.1
53670085901,107,0.063,하포길,전라남도,광양시,골약동,전일,평일,94.6
53680569901,107,0.064,광양항동측배후도로,전라남도,광양시,골약동,전일,평일,0
53670209401,107,0.064,컨부두로,전라남도,광양시,골약동,전일,평일,49.2
53670026002,107,0.064,하포길,전라남도,광양시,골약동,전일,평일,95
53670026001,107,0.064,하포길,전라남도,광양시,골약동,전일,평일,96.7
53670222301,107,0.064,항만대로,전라남도,광양시,골약동,전일,평일,33.6
53670222302,107,0.064,항만대로,전라남도,광양시,골약동,전일,평일,41.2
53670065002,107,0.066,컨부두로,전라남도,광양시,골약동,전일,평일,44.1
53670065001,107,0.066,컨부두로,전라남도,광양시,골약동,전일,평일,45.8
53670090801,107,0.067,광양항동측배후도로,전라남도,광양시,골약동,전일,평일,63.2
53670064601,107,0.067,컨부두로,전라남도,광양시,골약동,전일,평일,13.2
53670064602,107,0.067,컨부두로,전라남도,광양시,골약동,전일,평일,63.9
53670209201,107,0.068,,전라남도,광양시,골약동,전일,평일,33.7
53670207801,107,0.068,,전라남도,광양시,골약동,전일,평일,41
53680458702,107,0.068,,전라남도,광양시,골약동,전일,평일,84.7
53680570101,107,0.068,광양항동측배후도로,전라남도,광양시,골약동,전일,평일,0
53670070501,107,0.069,항만대로,전라남도,광양시,골약동,전일,평일,3
53670070502,107,0.069,항만대로,전라남도,광양시,골약동,전일,평일,18.3
53680129202,107,0.07,지동길,전라남도,광양시,골약동,전일,평일,73
53680129201,107,0.07,지동길,전라남도,광양시,골약동,전일,평일,79.2
53670207601,107,0.07,항만대로,전라남도,광양시,골약동,전일,평일,22.4
53670030201,107,0.07,항만대로,전라남도,광양시,골약동,전일,평일,45.8
53670119001,107,0.073,항만1로,전라남도,광양시,골약동,전일,평일,0
53670119002,107,0.073,항만1로,전라남도,광양시,골약동,전일,평일,0.8
53670030301,107,0.073,항만4로,전라남도,광양시,골약동,전일,평일,59.9
53670073001,107,0.073,항만대로,전라남도,광양시,골약동,전일,평일,0.2
53680573201,107,0.076,광양항동측배후도로,전라남도,광양시,골약동,전일,평일,0.3
53680573001,107,0.077,광양항동측배후도로,전라남도,광양시,골약동,전일,평일,0
53670072402,107,0.077,항만대로,전라남도,광양시,골약동,전일,평일,0.5
53670072401,107,0.077,항만대로,전라남도,광양시,골약동,전일,평일,4.9
53670082901,107,0.079,광양항서측배후도로,전라남도,광양시,골약동,전일,평일,3.1
53670082902,107,0.079,광양항서측배후도로,전라남도,광양시,골약동,전일,평일,67.5
53670082802,107,0.08,광양항서측배후도로,전라남도,광양시,골약동,전일,평일,6.3
53670082801,107,0.08,광양항서측배후도로,전라남도,광양시,골약동,전일,평일,15.9
53680567301,107,0.081,광양항동측배후도로,전라남도,광양시,골약동,전일,평일,0
53670036502,107,0.082,,전라남도,광양시,골약동,전일,평일,74.4
53670036501,107,0.082,,전라남도,광양시,골약동,전일,평일,74.4
53680567101,107,0.085,광양항동측배후도로,전라남도,광양시,골약동,전일,평일,0
53680518702,107,0.086,,전라남도,광양시,골약동,전일,평일,94.2
53680518701,107,0.086,,전라남도,광양시,골약동,전일,평일,98.4
53670067201,107,0.087,광양항서측배후도로,전라남도,광양시,골약동,전일,평일,0.2
53670162201,107,0.087,항만대로,전라남도,광양시,골약동,전일,평일,29.9
53670162202,107,0.087,항만대로,전라남도,광양시,골약동,전일,평일,38.9
53680569701,107,0.088,광양항동측배후도로,전라남도,광양시,골약동,전일,평일,0
